domain,stage,raw_label_or_group,proposed_canonical,score_or_na,verdict,reason,manual_verdict,manual_reason
Software Engineering,no_grouping_found,neo4j backup restore,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,nested classes quirks,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,network protocols,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,new relic integration,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,newsletter design,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,newsletter quality,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,next.js limitations,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,next.js vs tanstack,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,nfsv4 features,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,nginx configuration,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,node.js fundamentals,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,node.js lifecycle,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,node.js roadmap,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,nosql schema design,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,note taking challenges,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,npm package management,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,nuxt ssr verification,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,oauth integration,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,oauth openidconnect,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,oauth teaching methods,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,observability events,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,oci binary distribution,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,ocr preprocessing challenges,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,openshift vs kubernetes,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,opentelemetry implementations,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,opentelemetry introduction,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,opentelemetry operator troubleshooting,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,opentelemetry presentations,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,opentelemetry vs apm,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,orchestration environments,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,orm stability,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,orm vs raw sql,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,os scheduling,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,package manager ecosystem,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,package pinning features,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,package reference formatting,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,package release timing,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,performance tuning,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,pgbouncer usage,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,php help thread,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,php online communities,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,phpunit upgrade,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,platform understanding,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,play framework template,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,playwright deployment,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,playwright global configuration,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,playwright test organization,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,playwright webinar,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,plpgsql performance,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,plpgsql programming,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,plugin interoperability,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
