domain,stage,raw_label_or_group,proposed_canonical,score_or_na,verdict,reason
Business & Strategy,no_grouping_found,podcast guest recruitment,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,podcast launches,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,pos hardware comparison,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,presentation frameworks,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,privacy regulations and data,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,private market transparency,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,quality assurance impact,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,quarterly business planning,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,regional market expansion,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,revops skills and structure,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,san francisco tech scene,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,satellite launch missions,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,sme lending evolution,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,social europe employment forum,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,social impact startups,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,social policy impacts,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,solana blinks payments,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,sports and kids media,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,startup accelerator programs,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,startup acquisitions,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,startup advisory roles,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,tax filing services,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,taxation and social security,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,vehicle write-off policies impact,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,voter registration misinformation,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,webflow conference,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,active listening skills,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,adtech data transparency,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,agile community reactions,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,aws re:invent event,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,branding and identity,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,car affordability,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,communicating roi,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,currency strength misconceptions,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,disaster aid delays,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,durable execution conference,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,employment statistics uk,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Business & Strategy,no_grouping_found,gender pay gap,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Data & Analytics,synonym,bioinformatics data engineering,data engineering,0.667,APPROVED,"bioinformatics data engineering is a specific domain within data engineering, same subject"
Data & Analytics,synonym,customer feedback tools,customer insight tools,0.5,APPROVED,"customer feedback tools are a type of customer insight tools, same subject"
Data & Analytics,synonym,data engineering projects,data engineering,0.667,APPROVED,"data engineering projects are specific instances within data engineering, same subject"
Data & Analytics,synonym,data ingestion solutions,data ingestion tools,0.5,APPROVED,"data ingestion solutions are a type of data ingestion tools, same subject"
Data & Analytics,synonym,data science operations,data science tooling,0.5,APPROVED,"data science operations is an aspect of data science tooling, same subject"
Data & Analytics,synonym,dbt cost optimization,data cost optimization,0.5,APPROVED,"dbt cost optimization is a specific angle on data cost optimization, same subject"
Data & Analytics,synonym,dbt data transformation,data transformation tools,0.5,APPROVED,"dbt data transformation is a specific tool usage within data transformation tools, same subject"
Data & Analytics,synonym,digital analytics and ai,ai analytics tools,0.5,APPROVED,"digital analytics and AI overlap with AI analytics tools, same subject"
Data & Analytics,synonym,digital analytics leadership,digital analytics platforms,0.5,APPROVED,"digital analytics leadership relates to digital analytics platforms, same subject"
Data & Analytics,synonym,digital analytics market,digital analytics platforms,0.5,APPROVED,"digital analytics market is an aspect of digital analytics platforms, same subject"
Data & Analytics,synonym,digital analytics solutions,digital analytics platforms,0.5,APPROVED,"digital analytics solutions are part of digital analytics platforms, same subject"
Data & Analytics,synonym,digital analytics usability,digital analytics platforms,0.5,APPROVED,"digital analytics usability is an angle on digital analytics platforms, same subject"
Data & Analytics,synonym,economic data analysis,data analysis,0.667,APPROVED,"economic data analysis is a specific domain within data analysis, same subject"
Data & Analytics,synonym,enterprise data access,enterprise data platform,0.5,APPROVED,"enterprise data access is a facet of enterprise data platform, same subject"
